YEAR,CONAME,SALES,ROEPER,ROA,MKTVAL,GVKEY,TICKER,EXEC_FULLNAME,TITLEANN,SALARY,BONUS,TDC1,RSTKGRNT,OPTION_AWARDS_BLK_VALUE,Majority_Independent,Nom,CG,Comp,Audit
2002,STONE ENERGY CORP,361.527,9.593,4.697,878.602,028564,SGY,D. Peter Canty,president & CEO,200,0,1554.274,0,1345.224,1,0,0,0,0
2003,STONE ENERGY CORP,499.594,18.76,9.289999999999999,1120.34,028564,SGY,D. Peter Canty,president & CEO,266.667,168,498.214,0,53.961,1,0,0,0,0
2004,STONE ENERGY CORP,540.102,15.79,7.409,1202.731,028564,SGY,David H. Welch,president & CEO,316.667,200,4031.878,1241.898,2266.292,1,1,1,0,0
2005,STONE ENERGY CORP,632.852,14.486,6.39,1226.214,028564,SGY,David H. Welch,president & CEO,400,160,2433.753,1207.125,645.831,1,1,1,0,0
2001,SHAW GROUP INC,1538.932,10.229,3.597,1121.104,029353,SHAW,"James M. Bernhard, Jr.","chairman, president & CEO",941.667,2000,2947,0,0,0,0,0,0,0
2003,SHFL ENTERTAINMENT INC,67.42700000000001,35.484,28.5,505.9,025980,SHFL,"Mark Yoseloff, Ph.D.",chairman & CEO,333,269,2062.08,0,1459.08,1,1,1,1,1
2004,SHFL ENTERTAINMENT INC,84.783,152.875,12.152,975.8150000000001,025980,SHFL,"Mark Yoseloff, Ph.D.",chairman & CEO,393,373,6481.351,1436,4275.351,1,1,1,1,1
2005,SHFL ENTERTAINMENT INC,112.86,217.194,15.071,883.644,025980,SHFL,"Mark Yoseloff, Ph.D.",chairman & CEO,411,300,6447.095,2804,2928.095,1,1,1,1,1
2000,SCHULMAN (A.) INC,1032.519,11.678,6.572,362.273,009472,SHLM,Terry L. Haines,pres. & CEO,420,126,1074.378,145.5,228.582,1,0,0,0,0
2001,SCHULMAN (A.) INC,975.221,3.937,2.184,402.254,009472,SHLM,Terry L. Haines,president & CEO,420,126,1103.885,195.62,303.913,1,0,0,0,0
2002,SCHULMAN (A.) INC,966.593,9.035,5.242,620.949,009472,SHLM,Terry L. Haines,president & CEO,525,363.25,1681.72,181.87,543.116,1,0,0,0,1
2003,SCHULMAN (A.) INC,1100.457,4.165,2.47,472.83,009472,SHLM,Terry L. Haines,president & CEO,566.424,165,1730.571,234.26,708.77,1,0,0,0,1
2004,SCHULMAN (A.) INC,1239.091,6.415,3.847,608.52,009472,SHLM,Terry L. Haines,president & CEO,569.6660000000001,165,1846.973,297.75,757.264,1,0,0,1,0
2005,SCHULMAN (A.) INC,1433.196,6.949,4.085,557.317,009472,SHLM,Terry L. Haines,president & CEO,619.078,165,1588.054,0,741.054,1,0,0,0,0
2000,SHERWIN-WILLIAMS CO,5211.624,1.089,.427,4224.735,009667,SHW,Christopher M. Connor,chairman & CEO,749.821,490,2804.751,0,1408.934,1,0,0,0,0
2001,SHERWIN-WILLIAMS CO,5066.005,17.688,7.254,4247.21,009667,SHW,Christopher M. Connor,chairman & CEO,828.3099999999999,570,5037.895,1301.5,2140.653,1,0,0,0,0
2002,SHERWIN-WILLIAMS CO,5184.788,23.154,9.052,4233.997,009667,SHW,Christopher M. Connor,chairman & CEO,903.8579999999999,994,4093.531,0,2006,1,0,0,0,0
2003,SHERWIN-WILLIAMS CO,5407.764,22.762,9.016999999999999,5064.293,009667,SHW,Christopher M. Connor,chairman & CEO,992.0119999999999,1045,7085.355,2989.8,1845.656,1,0,0,0,0
2004,SHERWIN-WILLIAMS CO,6123.579,23.873,9.201000000000001,6308.317,009667,SHW,Christopher M. Connor,chairman & CEO,1048.233,1153,6988.784,2919.84,1553.242,1,0,0,0,0
2005,SHERWIN-WILLIAMS CO,7190.661,26.768,10.603,6218.271,009667,SHW,Christopher M. Connor,"chairman, president  & CEO",1075.296,1505,7204.058,2326.3,1943.089,1,1,1,0,0
2000,SIGMA-ALDRICH CORP,1096.27,16.182,10.318,3035.593,009699,SIAL,David R. Harvey,president & CEO,625,21.875,1353.942,0,700.347,1,0,0,0,0
2001,SIGMA-ALDRICH CORP,1179.447,17.377,9.773,2891.118,009699,SIAL,David R. Harvey,"chairman, president & CEO",700,46.2,1561.963,0,0,1,0,0,0,1
2002,SIGMA-ALDRICH CORP,1206.982,21.168,13.437,3491.449,009699,SIAL,David R. Harvey,"chairman, president & CEO",725,115.928,2270.672,0,933.09,1,0,0,0,1
2003,SIGMA-ALDRICH CORP,1298.146,19.057,12.3,3964.747,009699,SIAL,David R. Harvey,"chairman, president & CEO",725,298.401,2307.346,0,957.904,1,0,0,0,0
2004,SIGMA-ALDRICH CORP,1409.2,19.221,13.347,4174.158,009699,SIAL,David R. Harvey,"chairman,  & CEO",725,449.051,4568.511,1501.164,1885.316,1,0,0,0,0
2005,SIGMA-ALDRICH CORP,1666.5,20.942,12.119,4255.556,009699,SIAL,David R. Harvey,chairman  & CEO,725,584.249,2217.87,0,900.461,1,1,1,0,0
2000,SIERRA HEALTH SERVICES,1392.978,-220.966,-17.159,103.71,009689,SIE,Anthony M. Marlon,chairman & CEO,655.2,0,1614.784,0,902.266,1,0,0,0,0
2001,SIERRA HEALTH SERVICES,1291.501,18.096,1.632,225.828,009689,SIE,Anthony M. Marlon,chairman & CEO,792.9930000000001,1291.3,5344.61,1172.816,2017.906,1,0,0,1,1
2002,SIERRA HEALTH SERVICES,1278.635,27.023,3.969,354.847,009689,SIE,Anthony M. Marlon,"chairman, president & CEO",876.364,1663.65,3240.298,0,607.401,1,0,0,1,1
2003,SIERRA HEALTH SERVICES,1485.079,54.468,7.241,756.357,009689,SIE,Anthony M. Marlon,"chairman, president & CEO",995.246,2035,3781.635,0,742.441,1,1,1,1,1
2004,SIERRA HEALTH SERVICES,1575.435,61.045,17.85,1455.014,009689,SIE,Anthony M. Marlon,"chairman, president & CEO",1000.002,2750,5387.825,1628.4,0,1,1,1,1,1
2005,SIERRA HEALTH SERVICES,1385.036,42.222,17.944,2298.21,009689,SIE,Anthony M. Marlon,"chairman, president & CEO",1480.769,1750,5181.725,1442.64,289.171,1,1,1,1,1
2000,SELECTIVE INS GROUP INC,1004.753,4.592,1.031,609.2569999999999,017115,SIGI,Gregory Edward Murphy,"chairman, president & CEO",471.154,0,754.708,229.688,40.297,1,0,0,0,0
2001,SELECTIVE INS GROUP INC,1059.02,4.452,.974,553.441,017115,SIGI,Gregory Edward Murphy,"chairman, president & CEO",544.231,66,1275.71,567.188,85.78100000000001,1,0,0,0,0
2002,SELECTIVE INS GROUP INC,1178.95,6.462,1.391,665.432,017115,SIGI,Gregory Edward Murphy,"chairman, president & CEO",582.308,197.438,1064.209,210.5,49.659,1,0,0,0,0
2003,SELECTIVE INS GROUP INC,1356.116,8.848000000000001,1.929,879.1559999999999,017115,SIGI,Gregory Edward Murphy,"chairman, president & CEO",635.769,621.6,1816.107,466.4,58.042,1,0,0,1,0
2004,SELECTIVE INS GROUP INC,1571.536,14.585,3.274,1228.589,017115,SIGI,Gregory Edward Murphy,"chairman, president & CEO",695.385,1000,2619.696,870.5,45.979,1,0,0,0,0
2005,SELECTIVE INS GROUP INC,1671.012,15.029,3.356,1498.27,017115,SIGI,Gregory Edward Murphy,"chairman, president & CEO",746.154,1500,3440.905,1126.25,59.78,1,0,0,0,0
2000,SMITH INTERNATIONAL INC,2761.014,8.904999999999999,3.172,3758.994,009772,SII,Douglas L. Rock,president & CEO,749.996,429,5117.76,0,3797.972,1,0,0,0,0
2001,SMITH INTERNATIONAL INC,3551.209,16.029,5.561,2648.774,009772,SII,Douglas L. Rock,"chairman, president & CEO",825,1222.031,7309.322,0,4927.132,1,0,0,0,0
2002,SMITH INTERNATIONAL INC,3170.08,8.762,3.389,3311.811,009772,SII,Douglas L. Rock,"chairman, president, CEO & chief operating officer",874.808,0,6756.939,0,5352.563,1,0,0,0,0
2003,SMITH INTERNATIONAL INC,3594.828,10.085,4.024,4156.899,009772,SII,Douglas L. Rock,"chairman, president, CEO & chief operating officer",919.654,641.7,6242.588,0,4233.926,1,1,1,0,0
2004,SMITH INTERNATIONAL INC,4419.015,13.025,5.203,5706.358,009772,SII,Douglas L. Rock,"chairman, president, CEO & chief operating officer",974.365,1647.75,4331.068,0,1132.539,0,0,0,0,0
2005,SMITH INTERNATIONAL INC,5579.003,19.151,7.446,7881.793,009772,SII,Douglas L. Rock,"chairman, president, CEO & chief operating officer",999.564,2000,12403.058,8780.550999999999,0,0,0,0,0,0
2000,SVB FINANCIAL GROUP,576.39,25.902,2.827,1663.735,017120,SIVB,"John C. Dean, Jr.",president & CEO,400.008,325,2276.887,0,0,1,0,0,0,0
2001,SVB FINANCIAL GROUP,371.159,14.048,2.113,1235.14,017120,SIVB,Kenneth Parmalee Wilcox,president & CEO; president & CEO-bank,350,0,1391.564,0,965.974,1,0,0,0,0
2002,SVB FINANCIAL GROUP,280.442,9.038,1.276,781.6660000000001,017120,SIVB,Kenneth Parmalee Wilcox,president & CEO,370.833,40,1817.732,119.992,1257.902,1,0,0,0,0
2003,SVB FINANCIAL GROUP,277.397,2.679,.268,1252.675,017120,SIVB,Kenneth Parmalee Wilcox,president & CEO,476.845,360.428,1626.174,0,746.8200000000001,1,0,0,0,0
2004,SVB FINANCIAL GROUP,348.642,11.785,1.241,1612.937,017120,SIVB,Kenneth Parmalee Wilcox,president & CEO,478.672,542,1997.328,376.5,494.468,1,1,1,0,0
2005,SOUTH JERSEY INDUSTRIES INC,920.982,12.421,3.383,836.4349999999999,009831,SJI,Edward Joseph Graham,"chairman, president & CEO; president-South Jersey Gas Co",425,159.38,1097.007,487.717,0,1,0,0,0,0
2000,SMUCKER (JM) CO,651.242,12.812,6.729,632.706,009777,SJM,Richard K. Smucker,president & co-CEO,438,208.76,1318.395,348.04,315.625,0,0,0,0,0
2001,SMUCKER (JM) CO,687.148,11.013,5.878,862.573,009777,SJM,Timothy P. Smucker,chairman & co-CEO,475.617,434.16,917.7809999999999,0,0,0,0,0,0,0
2002,SMUCKER (JM) CO,1311.744,8.57,5.964,1796.985,009777,SJM,Timothy P. Smucker,chairman & co-CEO,593.426,788.1,3669.645,1140.9,1138.877,0,0,0,0,0
2003,SMUCKER (JM) CO,1417.011,9.196999999999999,6.612,2620.387,009777,SJM,Timothy P. Smucker,chairman & co-CEO,609.752,751.7,1752.135,0,355.796,1,0,0,0,0
2004,SMUCKER (JM) CO,2043.877,7.716,4.949,2898.403,009777,SJM,Timothy P. Smucker,chairman & co-CEO,658.231,737.9,3586.786,1516.078,630.5890000000001,1,0,0,0,0
2000,SAKS INC,6581.236,3.279,1.489,1904.13,013380,SKS,R. Brad Martin,chairman & CEO,950,0,13272.105,1472.512,10668.384,1,0,0,0,0
2001,SAKS INC,6070.568,-.6929999999999999,-.342,1430.775,013380,SKS,R. Brad Martin,chairman & CEO,962.5,0,7410.079,3238.75,2961.669,1,0,0,0,0
2002,SAKS INC,5911.122,3.08,1.525,1266.059,013380,SKS,R. Brad Martin,chairman & CEO,1000,815,2841.483,529.303,494.63,1,0,0,0,0
2003,SAKS INC,6055.055,3.567,1.779,2321.469,013380,SKS,R. Brad Martin,chairman & CEO,1050,1077.5,2883.712,651,0,1,0,0,0,0
2004,SAKS INC,6437.277,2.931,1.299,1988.358,013380,SKS,R. Brad Martin,chairman & CEO,1050,0,8496.344999999999,7357.25,0,1,0,0,0,0
2005,SAKS INC,5953.352,1.118,.58,2683.781,013380,SKS,R. Brad Martin,chairman,1076.249,265.219,4482.569,3008.55,0,1,0,0,0,0
2000,SKYWEST INC,531.093,11.467,8.210000000000001,1291.816,012392,SKYW,Jerry C. Atkin,"chairman, president & CEO",297.066,315.854,2844.3,0,2117.549,1,0,0,0,0
2001,SKYWEST INC,601.865,10.227,6.91,1444.389,012392,SKYW,Jerry C. Atkin,"chairman, president & CEO",311.853,401.739,2343.072,0,1540.081,0,0,0,0,0
2002,SKYWEST INC,774.447,12.256,7.833,750.675,012392,SKYW,Jerry C. Atkin,"chairman, president & CEO",315,236.3,2138.447,0,1520.991,1,0,0,0,0
2003,SKYWEST INC,888.026,9.419,4.367,1045.386,012392,SKYW,Jerry C. Atkin,"chairman, president & CEO",334,222.1,1768.582,0,1145.75,1,0,0,0,0
2004,SKYWEST INC,1156.044,10.519,4.93,1152.387,012392,SKYW,Jerry C. Atkin,"chairman, president & CEO",334,313.6,1803.776,0,1078.464,1,0,0,0,0
2005,SKYWEST INC,1964.048,12.294,3.381,1557.961,012392,SKYW,Jerry C. Atkin,chairman & CEO,334,263.497,2400.417,0,1713.294,0,0,0,0,0
2004,SILICON LABORATORIES INC,456.225,19.198,15.833,1834.284,133288,SLAB,Daniel A. Artusi,president & CEO,373.173,466.134,5708.032,0,4867.225,1,0,0,0,0
2005,SILICON LABORATORIES INC,425.689,9.538,7.75,1979.53,133288,SLAB,Daniel A. Artusi,president & CEO,128.712,0,3154.729,0,0,1,0,0,0,0
2002,SCHLUMBERGER LTD,13473.662,-43.123,-12.439,24440.021,009465,SLB,D. Euan Baird,chairman & CEO,1500,450,6022.092,0,3862.592,1,0,0,0,0
2003,SCHLUMBERGER LTD,13892.604,8.035,2.358,32035.496,009465,SLB,"Andrew F. J. Gould, B.A., F.C.A., BA, FCA",chairman & CEO,1500,1125,7193.644,0,4460.644,1,0,0,0,0
2004,SCHLUMBERGER LTD,11480.165,16.578,6.338,39416.344,009465,SLB,"Andrew F. J. Gould, B.A., F.C.A., BA, FCA",chairman & CEO,1500,2100,11876.932,0,8119.432,1,0,0,0,1
2005,SCHLUMBERGER LTD,14309.182,28.966,12.164,57229.899,009465,SLB,"Andrew F. J. Gould, B.A., F.C.A., BA, FCA",chairman & CEO,1500,2175,12488.78,0,8525.780000000001,1,0,0,0,0
2000,SPACELABS MEDICAL INC,248.969,-2.843,-1.706,124.124,025390,SLMD,Carl A. Lombardi,"chairman, president & CEO",440,0,739.369,0,279.493,1,0,0,1,0
2000,SOLECTRON CORP,14137.5,13.169,4.826,27256.103,017110,SLR,Koichi Nishimura,"chmn., pres. & CEO",643.097,0,2851.585,0,2194.476,1,0,0,0,0
2002,SOLECTRON CORP,12276.2,-65.166,-28.239,3064.796,017110,SLR,Koichi Nishimura,"chairman, president & CEO",846.731,125.516,2586.522,0,1600.468,1,0,0,0,0
2003,SOLECTRON CORP,11014,-218.347,-47.552,4920.797,017110,SLR,Michael R. Cannon,president & CEO,604.809,2000,19856.946,4142.689,13104.328,1,0,0,0,0
2004,SOLECTRON CORP,11638.3,-10.585,-4.329,5414.687,017110,SLR,Michael R. Cannon,president & CEO,925.002,2769.36,6668.27,509,2425.74,1,0,0,0,0
2005,SOLECTRON CORP,10441.1,-.43,-.2,3986.2,017110,SLR,Michael R. Cannon,president & CEO,989.904,593.943,1601.151,0,0,1,0,0,0,0
2003,SM ENERGY CO,386.656,23.074,12.25,898.804,026013,SM,Mark A. Hellerstein,president & CEO,359,179.5,2775.015,0,568.284,1,1,1,1,1
2004,SM ENERGY CO,431.296,19.089,9.781000000000001,1195.183,026013,SM,Mark A. Hellerstein,president & CEO,371.833,37.183,2531.296,722.356,0,1,1,1,0,1
2005,SM ENERGY CO,739.3680000000001,26.687,11.975,2082.121,026013,SM,Mark A. Hellerstein,president & CEO,386.46,193.23,4605.399,931.495,0,1,0,0,0,0
2000,SCOTTS MIRACLE-GRO CO,1808.6,13.957,3.787,939.34,020185,SMG,Charles M. Berger,chairman & CEO,512.9,598.015,1136.953,0,0,1,0,0,0,0
2001,SCOTTS MIRACLE-GRO CO,1791.7,3.062,.841,982.967,020185,SMG,Charles M. Berger,chairman,512.9,85,646.317,0,0,1,0,0,0,0
2002,SCOTTS MIRACLE-GRO CO,1803.3,17.006,5.312,1261.498,020185,SMG,James S. Hagedorn,president & CEO,616.16,577.774,3197.949,0,1971.778,1,0,0,0,0
2003,SCOTTS MIRACLE-GRO CO,1959.5,14.254,5.119,1730.544,020185,SMG,James S. Hagedorn,"chairman, president & CEO",600,332.009,3636.597,0,2649.654,1,0,0,0,0
2005,SCOTTS MIRACLE-GRO CO,2375.8,9.784000000000001,4.973,2961.57,020185,SMG,James S. Hagedorn,"chairman, president & CEO",600,999.667,4717.974,917.7,1910.806,1,0,0,0,0
2000,STANDARD MOTOR PRODS,606.45,5.265,1.862,91.782,010000,SMP,Lawrence I. Sills,chairman & CEO,300,.861,404.75,0,91.336,1,0,0,0,0
2001,STANDARD MOTOR PRODS,608.073,.168,.061,173.333,010000,SMP,Lawrence I. Sills,chairman & CEO,305,82,400.73,0,0,1,0,0,0,0
2002,STANDARD MOTOR PRODS,598.437,3.958,1.241,163.241,010000,SMP,Lawrence I. Sills,chairman & CEO,353,364.85,736.737,0,0,1,0,0,0,0
2003,STANDARD MOTOR PRODS,678.783,.099,.032,239.683,010000,SMP,Lawrence I. Sills,chairman & CEO,403,255.2,774.965,0,84.077,1,0,0,0,0
2004,STANDARD MOTOR PRODS,824.283,-4.296,-1.357,318.67,010000,SMP,Lawrence I. Sills,chairman & CEO,403,204.06,695.269,0,58.555,1,1,1,1,1
2000,STEIN MART INC,1206.624,20.284,10.092,493.26,025186,SMRT,Jay Steinbeck,chairman & CEO,550,550,1173.778,0,0,1,0,0,0,0
2001,STEIN MART INC,1320.19,7.605,3.676,365.05,025186,SMRT,Jay Steinbeck,chairman,475,0,578.072,0,0,1,0,0,0,0
2002,STEIN MART INC,1408.648,9.265000000000001,5.044,225.416,025186,SMRT,"John H. Williams, Jr.",vice chairman & CEO,600,360,974.077,0,0,1,0,0,0,0
2003,STEIN MART INC,1355.457,1.701,.985,443.162,025186,SMRT,Michael D. Fisher,president & CEO,544.167,0,781.332,56.002,0,1,0,0,0,0
2004,STEIN MART INC,1459.607,13.785,8.032,839.235,025186,SMRT,Michael D. Fisher,president & CEO,624.167,882,1573.948,0,0,1,1,1,0,0
2005,STEIN MART INC,1481.615,15.718,9.788,724.9109999999999,025186,SMRT,Michael D. Fisher,president & CEO,691.25,544.4880000000001,3374.309,551.2569999999999,1334.062,1,1,1,0,0
2000,STANDARD MICROSYSTEMS CORP,163.428,11.406,9.27,251.016,009999,SMSC,Steven J. Bilodeau,"chairman, president & CEO",410,328,2177.312,123,998.749,1,0,0,0,0
2001,STANDARD MICROSYSTEMS CORP,159.298,3.864,3.167,266.762,009999,SMSC,Steven J. Bilodeau,"chairman, president & CEO",410,574,2176.516,0,1166.495,1,0,0,0,0
2002,STANDARD MICROSYSTEMS CORP,155.517,-3.417,-2.811,244.476,009999,SMSC,Steven J. Bilodeau,"chairman, president & CEO",434.7,533,1144.75,150,0,1,0,0,0,0
2003,STANDARD MICROSYSTEMS CORP,215.873,8.218999999999999,6.948,542.069,009999,SMSC,Steven J. Bilodeau,"chairman, president & CEO",450.2,910.773,3006.995,135.06,1483.493,1,0,0,0,0
2004,STANDARD MICROSYSTEMS CORP,208.815,.594,.502,327.022,009999,SMSC,Steven J. Bilodeau,"chairman, president & CEO",467.823,143.76,4009.363,143.098,3219.436,1,0,0,0,0
2005,STANDARD MICROSYSTEMS CORP,319.118,3.602,2.684,696.8390000000001,009999,SMSC,Steven J. Bilodeau,"chairman, president & CEO",479.2,335.44,1186.193,335.485,0,1,0,0,0,0
2000,SEMTECH CORP,256.685,24.848,8.891,1912.074,009599,SMTC,John D. Poe,chairman & CEO,348.078,273.002,4163.997,0,3394.118,1,1,1,1,1
2001,SEMTECH CORP,191.21,8.151999999999999,3.528,2438.205,009599,SMTC,John D. Poe,chairman & CEO,375.003,54.9,2029.989,0,1435.939,1,1,1,1,1
2002,SEMTECH CORP,192.958,10.011,5.508,973.585,009599,SMTC,John D. Poe,chairman & CEO,375.003,120,1278.941,0,623.665,1,1,1,1,1
2003,SEMTECH CORP,192.079,8.552,7.948,1840.108,009599,SMTC,John D. Poe,chairman & CEO,266.829,61.968,1957.517,0,1481.461,1,0,0,0,0
2004,SEMTECH CORP,253.612,13.877,12.86,1361.26,009599,SMTC,Jason L. Carlson,president & CEO,356.732,200,2001.923,0,1372.291,1,0,0,0,0
2005,SEMTECH CORP,239.338,9.585000000000001,8.869999999999999,1404.432,009599,SMTC,Jason L. Carlson,president & CEO,231.54,0,482.831,0,0,1,0,0,0,0
2000,SNAP-ON INC,2213.8,14.585,6.004,1632.611,009778,SNA,Robert A. Cornog,"chairman, president & CEO",760,814,4915.709,0,3190.379,1,0,0,0,0
2001,SNAP-ON INC,2131.4,2.771,1.089,1948.948,009778,SNA,Dale F. Elliott,president & CEO,493.433,0,5341.862,2936,1890.84,1,0,0,1,0
2002,SNAP-ON INC,2146.8,12.428,5.175,1641.765,009778,SNA,Dale F. Elliott,"chairman, president & CEO",616.664,360,2510.18,0,1481.265,1,0,0,1,0
2003,SNAP-ON INC,2277,7.785,3.68,1878.464,009778,SNA,Dale F. Elliott,"chairman, president & CEO",641.667,387.324,2891.767,0,1066.757,1,0,0,1,1
2004,SNAP-ON INC,2407.2,7.356,3.568,1977.04,009778,SNA,Dale F. Elliott,"chairman, president & CEO",601.923,0,4573.407,0,1162.444,1,0,0,0,0
2005,SNAP-ON INC,2362.2,9.654999999999999,4.626,2175.851,009778,SNA,Jack D. Michaels,"chairman, president & CEO",800,678.28,1504.89,0,0,1,0,0,0,0
2000,SANDISK CORP,601.812,34.606,26.958,1867.686,061513,SNDK,Eli Harari,president & CEO,422.86,546.7,5011.275,0,4041.715,1,0,0,1,0
2001,SANDISK CORP,366.301,-44.115,-31.956,983.362,061513,SNDK,Eli Harari,president & CEO,458.607,0,463.707,0,0,1,0,0,1,1
2002,SANDISK CORP,541.273,5.773,3.712,1399.624,061513,SNDK,Eli Harari,president & CEO,425.23,485.1,4926.524,0,4011.094,1,0,0,0,0
2003,SANDISK CORP,1079.801,11.252,8.345000000000001,4869.745,061513,SNDK,Eli Harari,president & CEO,538.491,1000,5731.037,0,4186.546,1,0,0,0,1
2004,SANDISK CORP,1777.055,13.742,11.491,4067.863,061513,SNDK,Eli Harari,president & CEO,618.982,1440,18120.887,0,16055.755,1,0,0,1,0
2005,SANDISK CORP,2306.069,15.31,12.383,11566.104,061513,SNDK,Eli Harari,president & CEO,721.873,1740,9186.067999999999,0,6717.895,1,1,1,1,1
2004,SONIC SOLUTIONS,90.627,8.592000000000001,5.147,365.384,029709,SNIC,Robert J. Doris,president & CEO,225,0,2316.403,0,2091.403,1,0,0,0,1
2000,SYNOPSYS INC,783.778,14.32,9.303000000000001,2263.074,024975,SNPS,Aart J. de Geus,chairman & CEO,430.769,600,21185.741,0,20153.117,0,0,0,0,0
2001,SYNOPSYS INC,680.35,11.696,5.032,2787.194,024975,SNPS,Aart J. de Geus,chairman & CEO,400,575,3868.356,0,2891.526,1,1,1,0,0
2002,SYNOPSYS INC,906.534,-17.961,-10.107,2862.936,024975,SNPS,Aart J. de Geus,chairman & CEO,400,535,3984.655,0,3048.155,1,1,1,0,0
2003,SYNOPSYS INC,1176.983,10.445,6.489,4926.75,024975,SNPS,Aart J. de Geus,chairman & CEO,400,605,2372.777,0,1365.415,1,0,0,0,0
2004,SYNOPSYS INC,1092.104,5.876,3.553,2470.104,024975,SNPS,Aart J. de Geus,chairman & CEO,414.615,498,1754.269,0,838.5839999999999,1,1,1,0,0
2005,SYNOPSYS INC,991.931,-1.27,-.723,2734.807,024975,SNPS,Aart J. de Geus,chairman & CEO,420,1100,2592.379,0,1069.619,1,1,1,0,0
2000,SYNOVUS FINANCIAL CORP,1929.518,18.527,1.761,7657.308,013041,SNV,James H. Blanchard,chairman & CEO,685,0,8851.933999999999,0,7906.954,0,0,0,0,0
2001,SYNOVUS FINANCIAL CORP,2068.585,18.385,1.871,7296.99,013041,SNV,James H. Blanchard,chairman & CEO,714,571.2,2317.528,0,750.691,0,0,0,0,0
2002,SYNOVUS FINANCIAL CORP,2298.217,17.902,1.919,5749.908,013041,SNV,James H. Blanchard,chairman & CEO,746.5,388.18,1903.145,0,499.057,0,0,0,0,0
2003,SYNOVUS FINANCIAL CORP,2430.821,17.324,1.798,8726.928,013041,SNV,James H. Blanchard,CEO,765,0,949.457,0,0,0,0,0,0,0
2004,SYNOVUS FINANCIAL CORP,2664.231,16.546,1.745,8849.825999999999,013041,SNV,James H. Blanchard,CEO,811,811,2435.851,0,617.035,0,0,0,0,0
2005,SYNOVUS FINANCIAL CORP,3414.704,17.511,1.87,8435.439,013041,SNV,Richard E. Anthony,president & CEO,643.05,964.575,3947.993,1700,366.71,1,0,0,0,0
2000,SOUTHERN CO,10066,9.298,3.169,21566.848,009850,SO,H. Allen Franklin,"chairman, president & CEO",655.806,1014.696,2491.447,0,367.763,1,0,0,0,0
2001,SOUTHERN CO,10155,14.016,3.752,17341.479,009850,SO,H. Allen Franklin,"chairman, president & CEO",855.9690000000001,1867.32,6980.715,648.8630000000001,2311.117,1,0,0,0,1
2002,SOUTHERN CO,10549,15.132,4.145,19964.898,009850,SO,H. Allen Franklin,"chairman, president & CEO",929.215,1984.32,6585.413,0,1930.466,1,0,0,0,0
2003,SOUTHERN CO,11107,15.278,4.206,22149.05,009850,SO,H. Allen Franklin,chairman & CEO,966.24,2083.162,8181.438,0,2661.495,1,0,0,0,0
2004,SOUTHERN CO,11902,14.906,4.145,24743.794,009850,SO,David M. Ratcliffe,"chairman, president & CEO",802.372,1723.874,5426.897,0,2016.318,1,0,0,0,0
2005,SOUTHERN CO,13554,14.884,3.99,25603.822,009850,SO,David M. Ratcliffe,"chairman, president & CEO",973.331,1960.399,7115.027,0,3221.323,1,0,0,0,0
2000,SONOCO PRODUCTS CO,2711.493,20.749,7.516,2150.563,009815,SON,Peter C. Browning,president & CEO,438.331,196.416,2511.599,0,1033.026,0,0,0,0,0
2001,SONOCO PRODUCTS CO,2606.276,11.392,3.895,2540.197,009815,SON,"Harris E. DeLoach, Jr.",president & CEO,718.746,600,2564.1,0,1158.531,0,0,0,0,0
2002,SONOCO PRODUCTS CO,2812.15,15.6,5.662,2215.038,009815,SON,"Harris E. DeLoach, Jr.",president & CEO,804.165,913.773,2931.312,0,1102.577,0,0,0,0,0
2003,SONOCO PRODUCTS CO,2758.326,7.709,3.102,2384.299,009815,SON,"Harris E. DeLoach, Jr.",president & CEO,839.588,660.588,2522.426,0,900.033,1,0,0,0,0
2004,SONOCO PRODUCTS CO,3155.433,13.118,4.972,2913.587,009815,SON,"Harris E. DeLoach, Jr.",president & CEO,874.802,1740.856,3324.502,0,390.604,1,0,0,0,0
2005,SONOCO PRODUCTS CO,3528.574,12.814,5.429,2913.834,009815,SON,"Harris E. DeLoach, Jr.","chairman, president & CEO",913.33,1826.66,5592.897,1350.5,415.887,1,0,0,0,0
2000,SONIC CORP,280.056,21.014,11.721,572.5359999999999,023697,SONC,J. Clifford Hudson,chairman & CEO,383.333,214.583,917.936,0,314.118,1,1,0,0,0
2001,SONIC CORP,330.638,19.408,10.882,809.803,023697,SONC,J. Clifford Hudson,chairman & CEO,433.411,227.717,1010.894,0,345.833,1,0,0,0,0
2002,SONIC CORP,400.162,20.675,11.765,947.45,023697,SONC,J. Clifford Hudson,chairman & CEO,483.36,257.769,1051.923,0,301.252,1,0,0,0,0
2003,SONIC CORP,446.64,19.692,10.751,912.1319999999999,023697,SONC,J. Clifford Hudson,chairman & CEO,516.708,301.719,1186.309,0,358.018,1,1,1,0,0
2004,SONIC CORP,536.446,18.824,12.15,1331.881,023697,SONC,J. Clifford Hudson,"chairman, president  & CEO",525.042,419.565,1304.679,0,349.633,1,1,1,0,0
2005,SONIC CORP,623.066,19.603,13.382,1831.668,023697,SONC,J. Clifford Hudson,"chairman, president  & CEO",546.044,424.676,1475.359,0,494.168,1,0,0,0,0
2000,SOUTHTRUST CORP,3867.471,14.387,1.068,6844.98,009880,SOTR,"Wallace D. Malone, Jr.",CEO,975,1436.667,5921.123,0,2299.265,1,0,0,0,0
